frame,decision,left_status,right_status,detections
289,path clear,clear,clear,
290,path clear,clear,clear,
291,path clear,clear,clear,
292,path clear,clear,clear,
293,path clear,far,clear,"tv:0.40:345,373,457,526"
294,path clear,clear,clear,
295,path clear,clear,clear,
296,path clear,clear,clear,
297,path clear,far,clear,"tv:0.52:355,375,468,524"
298,path clear,far,clear,"tv:0.56:358,374,471,520"
299,path clear,far,clear,"tv:0.46:360,374,479,525"
300,path clear,clear,clear,
301,path clear,clear,clear,
302,path clear,clear,clear,
303,path clear,clear,clear,
304,path clear,clear,clear,
305,path clear,clear,clear,
306,path clear,far,far,"tv:0.43:380,378,498,525"
307,path clear,clear,clear,
308,path clear,clear,clear,
309,path clear,clear,clear,
310,path clear,clear,clear,
311,path clear,clear,clear,
312,path clear,clear,clear,
313,path clear,clear,clear,
314,path clear,clear,clear,
315,path clear,clear,clear,
316,path clear,clear,clear,
317,path clear,clear,clear,
318,path clear,clear,clear,
319,path clear,clear,clear,
320,path clear,clear,clear,
321,path clear,clear,clear,
322,path clear,clear,clear,
323,path clear,clear,clear,
324,path clear,clear,clear,
325,path clear,clear,clear,
326,path clear,clear,clear,
327,path clear,clear,clear,
328,path clear,clear,clear,
329,path clear,clear,clear,
330,path clear,clear,clear,
331,path clear,clear,clear,
332,path clear,clear,clear,
333,path clear,clear,clear,
334,path clear,clear,clear,
335,path clear,clear,clear,
336,path clear,clear,clear,
337,path clear,clear,clear,
338,path clear,clear,far,"sink:0.48:960,690,1079,920"
339,"obstacle right, move left",clear,very_near,"couch:0.41:760,736,1080,1879;sink:0.40:962,692,1079,908"
340,path clear,clear,clear,
341,path clear,clear,clear,
342,path clear,clear,far,"couch:0.44:739,567,1059,840"
343,path clear,clear,clear,
344,path clear,far,far,"tv:0.58:482,465,623,618"
345,path clear,far,far,"tv:0.46:487,461,627,622"
346,path clear,clear,far,"couch:0.50:767,603,1075,855"
347,path clear,clear,far,"chair:0.45:791,627,1069,863"
348,path clear,far,far,"tv:0.56:501,468,640,627;couch:0.46:775,612,1073,865"
349,path clear,far,far,"tv:0.60:500,469,644,631;couch:0.42:784,611,1075,872"
350,path clear,clear,far,"couch:0.42:785,616,1075,875"
351,path clear,clear,far,"couch:0.45:788,622,1078,876;chair:0.40:794,631,1078,876"
352,path clear,clear,far,"couch:0.48:798,631,1079,876;chair:0.41:797,634,1077,877"
353,path clear,clear,far,"couch:0.52:798,638,1079,879;chair:0.41:803,645,1078,879;potted plant:0.41:676,547,817,835"
354,path clear,far,far,"tv:0.73:508,473,652,653;chair:0.52:801,641,1079,890;couch:0.44:798,628,1077,885"
355,path clear,far,far,"chair:0.60:805,644,1079,889;tv:0.50:508,479,658,656;couch:0.45:802,643,1080,890"
356,path clear,clear,far,"chair:0.65:808,647,1079,892;couch:0.50:804,646,1080,892"
357,path clear,far,far,"tv:0.56:511,483,658,653;chair:0.54:814,653,1079,893;couch:0.47:804,652,1080,892"
358,path clear,far,far,"chair:0.65:806,646,1079,899;tv:0.43:511,484,660,652;couch:0.42:801,642,1080,900"
359,path clear,clear,far,"chair:0.65:805,658,1078,902;couch:0.48:799,659,1079,903"
360,path clear,far,far,"chair:0.64:797,649,1078,905;couch:0.59:794,651,1080,906;tv:0.49:514,485,661,663"
361,path clear,clear,far,"couch:0.62:799,662,1080,915;chair:0.41:807,665,1079,909"
362,path clear,far,far,"couch:0.51:807,665,1080,918;chair:0.42:811,666,1080,915;tv:0.40:515,504,660,661"
363,path clear,clear,far,"chair:0.46:817,675,1079,922;couch:0.45:803,671,1080,922"
364,path clear,clear,far,"chair:0.57:816,675,1080,929;couch:0.44:802,672,1080,928"
365,path clear,clear,far,"chair:0.58:816,678,1079,935;couch:0.54:812,674,1079,931"
366,path clear,clear,far,"couch:0.69:802,659,1079,936"
367,path clear,clear,far,"couch:0.61:802,681,1080,944;chair:0.58:808,683,1079,946"
368,path clear,clear,far,"chair:0.54:810,691,1080,952;couch:0.44:807,692,1080,948"
369,path clear,clear,far,"chair:0.62:804,682,1080,956;couch:0.51:804,680,1080,953"
370,path clear,clear,far,"chair:0.54:807,673,1080,963;couch:0.51:807,676,1080,959"
371,path clear,far,far,"couch:0.61:806,682,1080,961;tv:0.42:521,545,672,710"
372,path clear,clear,far,"couch:0.68:809,677,1080,963;chair:0.54:810,674,1080,968"
373,path clear,far,far,"couch:0.54:811,684,1080,968;tv:0.52:526,552,674,728"
374,path clear,far,far,"tv:0.52:529,559,675,724;couch:0.49:815,695,1080,969;chair:0.47:819,709,1080,971"
375,path clear,clear,far,"chair:0.62:818,699,1080,976"
376,path clear,clear,far,"chair:0.62:818,693,1080,976;couch:0.47:820,690,1080,978"
377,path clear,far,far,"chair:0.57:828,698,1080,985;tv:0.50:527,561,680,736;couch:0.45:826,694,1080,983"
378,path clear,clear,far,"chair:0.66:818,710,1080,990"
379,path clear,clear,far,"potted plant:0.60:704,644,866,966;chair:0.57:821,707,1079,994"
380,path clear,clear,far,"chair:0.58:820,712,1080,994;potted plant:0.50:707,647,866,970;couch:0.45:819,705,1080,994"
381,path clear,clear,far,"chair:0.58:823,721,1080,995;couch:0.50:822,721,1080,996"
382,path clear,clear,far,"chair:0.59:825,735,1078,999"
383,path clear,clear,far,"chair:0.61:827,736,1078,1003;couch:0.53:827,737,1079,1005"
384,path clear,clear,far,"chair:0.66:827,742,1078,1006;couch:0.60:827,746,1080,1009"
385,path clear,clear,far,"couch:0.51:831,740,1079,1011"
386,path clear,clear,far,"couch:0.56:830,748,1078,1013;chair:0.56:831,736,1079,1010"
387,path clear,clear,far,"couch:0.60:834,752,1078,1016;chair:0.46:834,738,1078,1012"
388,path clear,clear,far,"couch:0.56:831,721,1080,1016"
389,path clear,clear,far,"couch:0.54:837,762,1079,1019"
390,path clear,clear,far,"couch:0.60:840,761,1080,1019"
391,path clear,clear,far,"couch:0.56:840,737,1080,1026"
392,path clear,clear,far,"couch:0.56:846,768,1080,1027"
393,path clear,clear,far,"couch:0.53:857,771,1080,1030;chair:0.46:853,770,1080,1027"
394,path clear,clear,far,"couch:0.68:865,770,1079,1032"
395,path clear,clear,far,"couch:0.60:871,773,1080,1036"
396,path clear,clear,far,"couch:0.67:842,767,1080,1040"
397,path clear,clear,far,"couch:0.66:842,725,1080,1046"
398,path clear,clear,far,"couch:0.70:843,737,1080,1047"
399,path clear,clear,far,"couch:0.72:843,743,1080,1053"
400,path clear,clear,far,"couch:0.59:847,740,1080,1055"
401,path clear,clear,far,"couch:0.60:847,737,1080,1058"
402,path clear,clear,far,"couch:0.62:849,738,1080,1062"
403,path clear,clear,far,"couch:0.62:849,740,1080,1064"
404,path clear,far,far,"couch:0.57:851,744,1080,1065;tv:0.41:521,609,705,794"
405,path clear,clear,far,"couch:0.55:852,749,1080,1071"
406,path clear,far,far,"couch:0.63:854,748,1080,1077;tv:0.52:525,614,709,807"
407,path clear,far,far,"couch:0.66:856,751,1080,1077;tv:0.45:525,616,709,810"
408,path clear,far,far,"couch:0.66:862,752,1080,1078;tv:0.62:529,616,714,799"
409,path clear,far,far,"couch:0.78:864,749,1080,1080;tv:0.55:530,613,717,803"
410,path clear,far,far,"tv:0.62:529,604,721,817;couch:0.55:872,763,1079,1086"
411,path clear,far,far,"tv:0.67:528,602,725,820;couch:0.51:881,757,1080,1097"
412,path clear,far,far,"tv:0.57:529,603,728,811;couch:0.53:879,754,1078,1093"
413,path clear,far,far,"tv:0.79:525,597,731,825;couch:0.51:883,778,1078,1092"
414,path clear,far,far,"tv:0.74:530,603,734,829;couch:0.43:886,767,1079,1096"
415,path clear,far,far,"tv:0.62:537,608,733,814;chair:0.46:888,767,1079,1102"
416,path clear,far,far,"tv:0.63:547,613,737,818;chair:0.48:891,767,1079,1104"
417,path clear,far,far,"tv:0.54:548,615,743,819;chair:0.48:895,818,1080,1104"
418,path clear,clear,far,"tv:0.48:549,614,750,823;chair:0.47:896,824,1080,1104"
419,path clear,clear,far,"tv:0.55:558,626,750,822;chair:0.49:898,830,1080,1102"
420,path clear,clear,far,"tv:0.54:563,624,750,825;chair:0.46:901,822,1080,1107"
421,path clear,clear,far,"chair:0.49:903,832,1080,1107;tv:0.46:558,621,749,823"
422,path clear,clear,far,"tv:0.48:561,623,754,820"
423,path clear,clear,clear,
424,path clear,clear,far,"tv:0.58:554,614,754,824"
425,path clear,clear,far,"tv:0.55:550,612,755,825"
426,path clear,clear,far,"tv:0.47:559,617,755,825"
427,path clear,clear,far,"chair:0.41:911,767,1079,1119;tv:0.41:546,605,756,823"
428,path clear,clear,clear,
429,path clear,clear,clear,
430,path clear,clear,clear,
431,path clear,clear,clear,
432,path clear,clear,far,"tv:0.45:566,627,759,821"
433,path clear,clear,far,"tv:0.56:571,628,761,823"
434,path clear,clear,far,"tv:0.40:566,621,762,820"
435,path clear,clear,far,"tv:0.60:568,624,762,831"
436,path clear,clear,far,"tv:0.49:570,636,762,822"
437,path clear,clear,far,"tv:0.77:570,636,762,840"
438,path clear,clear,far,"tv:0.64:567,630,763,841"
439,path clear,clear,far,"tv:0.69:568,633,763,841"
440,path clear,clear,far,"tv:0.73:567,633,762,845;chair:0.40:917,842,1079,1145"
441,path clear,clear,far,"tv:0.75:567,636,762,848"
