frame,decision,left_status,right_status,detections
109,path clear,far,far,"chair:0.74:376,612,652,998;chair:0.63:612,553,856,1005"
110,path clear,far,far,"chair:0.75:373,612,650,1000;chair:0.52:611,553,855,1002"
111,path clear,far,far,"chair:0.72:372,611,650,1003;chair:0.59:612,558,856,1003"
112,path clear,far,far,"chair:0.73:370,610,649,1005;chair:0.56:610,555,856,1003"
113,path clear,far,far,"chair:0.72:370,611,662,1008;chair:0.62:609,556,856,1005"
114,path clear,far,far,"chair:0.74:369,610,662,1007;chair:0.59:609,558,856,1006"
115,path clear,far,far,"chair:0.74:369,610,667,1009;chair:0.59:609,557,856,1005"
116,path clear,far,far,"chair:0.73:369,610,658,1006;chair:0.61:608,556,857,1005"
117,path clear,far,far,"chair:0.75:367,609,653,1008;chair:0.60:608,554,856,1005"
118,path clear,far,far,"chair:0.72:367,607,654,1011;chair:0.44:606,551,858,1009"
119,path clear,near,near,"chair:0.78:367,604,652,1008;chair:0.55:607,553,859,1011;chair:0.43:265,969,777,1559"
120,path clear,far,far,"chair:0.79:366,604,650,1009;chair:0.56:607,550,859,1015"
121,path clear,far,far,"chair:0.80:365,603,650,1008;chair:0.60:605,545,859,1011"
122,path clear,far,far,"chair:0.81:363,601,651,1013;chair:0.57:605,548,860,1008"
123,path clear,far,far,"chair:0.82:364,602,652,1013;chair:0.72:605,552,860,1012"
124,path clear,near,near,"chair:0.82:362,601,651,1013;chair:0.60:603,551,859,1014;chair:0.44:258,966,774,1575"
125,path clear,near,near,"chair:0.84:361,598,650,1014;chair:0.65:597,553,860,1020;chair:0.42:256,966,773,1573"
126,path clear,far,far,"chair:0.83:360,598,654,1015;chair:0.61:597,553,858,1019"
127,path clear,far,far,"chair:0.86:359,595,647,1015;chair:0.51:595,551,856,1018"
128,path clear,far,far,"chair:0.86:357,596,646,1015;chair:0.58:596,546,857,1018"
129,path clear,far,far,"chair:0.86:355,593,644,1017;chair:0.65:596,547,857,1026"
130,path clear,far,far,"chair:0.85:351,593,646,1017;chair:0.63:596,548,855,1026"
131,path clear,near,near,"chair:0.83:349,593,646,1018;chair:0.60:594,543,858,1029;chair:0.41:240,966,765,1589"
132,path clear,far,far,"chair:0.84:346,592,645,1018;chair:0.65:593,541,859,1032"
133,path clear,far,far,"chair:0.84:346,591,644,1018;chair:0.65:593,543,860,1029"
134,path clear,far,far,"chair:0.83:346,590,646,1019;chair:0.67:594,541,860,1033"
135,path clear,far,far,"chair:0.84:346,590,650,1020;chair:0.63:593,539,862,1033"
136,path clear,near,near,"chair:0.83:345,585,661,1027;chair:0.61:594,537,862,1037;chair:0.46:226,969,765,1607"
137,path clear,near,near,"chair:0.80:344,587,659,1021;chair:0.67:592,533,862,1041;chair:0.49:222,969,763,1612"
138,path clear,near,near,"chair:0.83:342,585,654,1022;chair:0.65:590,531,862,1040;chair:0.44:219,968,763,1620"
139,path clear,near,near,"chair:0.82:341,586,664,1023;chair:0.60:592,529,861,1041;chair:0.48:215,970,762,1626"
140,path clear,near,near,"chair:0.83:339,586,663,1022;chair:0.61:591,528,862,1041;chair:0.43:211,973,762,1623"
141,path clear,near,near,"chair:0.85:339,585,683,1029;chair:0.64:594,528,863,1042;chair:0.44:209,975,761,1633"
142,path clear,far,far,"chair:0.85:338,583,694,1034;chair:0.61:593,526,865,1045"
143,path clear,far,far,"chair:0.81:341,584,672,1029;chair:0.65:592,526,867,1046"
144,path clear,far,far,"chair:0.85:342,580,653,1029;chair:0.57:590,524,869,1048"
145,path clear,far,far,"chair:0.86:343,580,647,1028;chair:0.60:593,522,872,1048"
146,path clear,far,far,"chair:0.82:344,580,650,1031;chair:0.59:594,522,873,1048"
147,path clear,near,near,"chair:0.77:344,577,692,1037;chair:0.58:594,516,876,1044;chair:0.56:208,982,768,1650"
148,path clear,near,near,"chair:0.81:344,572,665,1031;chair:0.58:596,515,877,1042;chair:0.48:208,980,770,1655"
149,path clear,near,near,"chair:0.81:344,571,662,1026;chair:0.42:208,977,772,1655"
150,path clear,far,far,"chair:0.80:349,573,657,1022"
151,path clear,near,near,"chair:0.80:349,569,660,1025;chair:0.48:209,977,776,1655"
152,path clear,near,near,"chair:0.81:350,569,659,1026;chair:0.46:208,976,778,1656"
153,path clear,near,near,"chair:0.76:350,566,678,1028;chair:0.49:208,976,779,1656"
154,path clear,near,near,"chair:0.72:351,562,676,1027;chair:0.53:208,976,779,1657;chair:0.51:612,504,891,1042"
155,path clear,near,near,"chair:0.77:351,560,675,1027;chair:0.60:611,501,893,1038;chair:0.48:208,975,781,1656"
156,path clear,near,near,"chair:0.70:354,559,671,1024;chair:0.60:612,500,895,1039;chair:0.41:207,973,783,1660"
157,path clear,near,near,"chair:0.74:353,557,670,1023;chair:0.49:614,500,897,1037;chair:0.46:208,971,786,1661"
158,path clear,near,near,"chair:0.72:354,555,670,1022;chair:0.49:615,499,898,1038;chair:0.43:207,969,788,1662"
159,path clear,near,near,"chair:0.73:353,553,675,1023;chair:0.49:206,969,790,1661;chair:0.41:618,496,901,1026"
160,path clear,near,near,"chair:0.61:356,549,671,1008;chair:0.47:614,495,905,1024;chair:0.47:208,973,790,1662"
161,path clear,near,near,"chair:0.60:356,547,674,1010;chair:0.52:208,971,793,1661"
162,path clear,near,near,"chair:0.66:354,545,672,1014;chair:0.58:207,970,794,1663"
163,path clear,near,near,"chair:0.68:355,544,686,1020;chair:0.55:205,966,798,1662"
164,path clear,near,near,"chair:0.73:355,538,676,1018;chair:0.52:206,967,799,1664"
165,path clear,near,near,"chair:0.80:354,532,688,1023;chair:0.47:205,964,802,1665;chair:0.43:622,494,913,1006"
166,path clear,far,far,"chair:0.81:356,534,685,1017"
167,path clear,far,far,"chair:0.79:358,531,690,1017"
168,path clear,far,far,"chair:0.80:359,528,697,1014"
169,path clear,far,far,"chair:0.81:360,525,694,1018;chair:0.50:629,469,925,998"
170,path clear,far,far,"chair:0.81:362,522,698,1017;chair:0.58:632,467,927,997"
171,path clear,far,near,"chair:0.83:362,519,702,1019;chair:0.50:634,465,929,1013"
172,path clear,far,near,"chair:0.84:365,520,699,1018;chair:0.65:631,458,932,1016"
173,path clear,far,near,"chair:0.85:367,515,696,1018;chair:0.58:629,454,936,1022"
174,path clear,far,near,"chair:0.85:368,511,701,1018;chair:0.43:630,450,939,1028"
175,path clear,far,near,"chair:0.87:369,507,702,1017;chair:0.49:634,447,944,1027"
176,path clear,far,far,"chair:0.82:370,506,707,1016"
177,path clear,far,near,"chair:0.82:371,500,710,1015;chair:0.49:640,432,954,1014"
178,path clear,far,far,"chair:0.78:376,495,716,1015"
179,path clear,far,near,"chair:0.84:375,495,718,1013;chair:0.41:655,428,960,1006"
180,path clear,far,near,"chair:0.87:376,492,729,1014;chair:0.42:661,426,961,1015"
181,path clear,far,far,"chair:0.86:379,490,725,1015"
182,path clear,far,far,"chair:0.81:384,490,730,1019"
183,path clear,far,far,"chair:0.86:383,487,729,1017;chair:0.55:669,433,976,988"
184,path clear,far,near,"chair:0.90:387,487,729,1023;chair:0.55:676,429,980,996;chair:0.40:700,349,764,489"
185,path clear,far,near,"chair:0.91:390,485,732,1023;chair:0.56:676,425,983,992"
186,path clear,near,near,"chair:0.88:389,482,736,1027;chair:0.50:678,417,981,1005"
187,path clear,near,near,"chair:0.86:392,475,737,1026;chair:0.43:682,412,987,1007"
188,path clear,near,near,"chair:0.86:400,471,743,1025;chair:0.54:682,400,993,1006"
189,path clear,near,near,"chair:0.88:398,467,748,1027;chair:0.64:681,393,1002,1006"
190,path clear,near,near,"chair:0.88:401,461,758,1027;chair:0.68:688,397,1009,1000"
191,path clear,near,near,"chair:0.84:398,464,760,1028;chair:0.69:693,396,1015,998;chair:0.44:709,316,789,447"
192,path clear,near,near,"chair:0.87:395,460,761,1027;chair:0.70:703,390,1017,997;chair:0.40:714,314,790,443"
193,path clear,near,near,"chair:0.85:396,458,768,1027;chair:0.65:697,388,1023,989;chair:0.48:717,312,789,441"
194,path clear,near,near,"chair:0.83:398,458,770,1026;chair:0.65:707,387,1027,988"
195,path clear,near,near,"chair:0.84:400,452,776,1027;chair:0.56:710,383,1029,982;chair:0.52:721,301,794,429"
196,path clear,near,near,"chair:0.84:398,447,780,1029;chair:0.57:714,381,1031,987"
197,path clear,near,near,"chair:0.84:396,445,781,1030;chair:0.66:715,379,1036,982;chair:0.43:723,295,802,432"
198,path clear,near,near,"chair:0.84:397,447,785,1031;chair:0.56:716,372,1033,964"
199,path clear,near,near,"chair:0.80:400,444,788,1031;chair:0.64:718,371,1036,959"
200,path clear,near,near,"chair:0.82:399,444,790,1032;chair:0.55:720,365,1038,959"
201,path clear,near,near,"chair:0.79:398,435,793,1034;chair:0.51:719,366,1036,975"
202,stop,very_near,very_near,"chair:0.82:404,434,795,1032;chair:0.52:723,362,1035,955;dining table:0.42:264,961,983,1812"
203,stop,very_near,very_near,"chair:0.83:393,425,796,1037;chair:0.62:719,355,1045,954;chair:0.50:727,274,811,412;dining table:0.42:264,960,986,1825"
204,stop,very_near,very_near,"chair:0.82:391,422,798,1038;chair:0.63:719,353,1054,980;chair:0.48:732,271,813,409;dining table:0.45:261,960,987,1837"
205,stop,very_near,very_near,"chair:0.83:389,420,798,1038;chair:0.69:723,350,1053,976;chair:0.46:732,269,811,398;dining table:0.44:259,959,989,1843"
206,stop,very_near,very_near,"chair:0.84:379,413,797,1041;chair:0.53:720,337,1060,973;dining table:0.43:255,959,992,1847"
207,stop,very_near,very_near,"chair:0.83:377,411,798,1040;chair:0.51:720,342,1063,981;dining table:0.46:254,960,995,1842;chair:0.46:731,257,815,397"
208,stop,very_near,very_near,"chair:0.86:380,405,801,1039;chair:0.56:732,255,814,389;chair:0.49:722,327,1064,980;dining table:0.43:251,960,995,1852"
209,stop,very_near,very_near,"chair:0.83:386,403,800,1035;dining table:0.49:246,958,997,1858"
210,stop,very_near,very_near,"chair:0.81:390,400,798,1036;dining table:0.50:242,958,997,1874;chair:0.45:734,245,816,387"
211,stop,very_near,very_near,"chair:0.79:388,399,797,1038;chair:0.54:719,329,1068,987;dining table:0.48:239,958,998,1877"
212,stop,very_near,very_near,"chair:0.80:378,394,796,1041;dining table:0.51:236,958,998,1888;chair:0.44:718,323,1069,988"
213,stop,very_near,very_near,"chair:0.78:378,382,795,1039;chair:0.46:733,226,818,370;dining table:0.45:231,957,997,1898;chair:0.43:692,220,815,372"
214,stop,very_near,very_near,"chair:0.82:377,381,797,1038;chair:0.66:715,316,1071,977;dining table:0.55:228,955,998,1903;chair:0.45:731,225,818,365;chair:0.44:694,222,815,367"
215,stop,very_near,very_near,"chair:0.83:362,377,796,1043;chair:0.69:717,313,1072,968;dining table:0.54:223,955,997,1907;chair:0.44:735,224,816,357"
216,stop,very_near,very_near,"chair:0.84:364,377,795,1038;chair:0.70:717,310,1072,969;dining table:0.59:217,955,997,1900;chair:0.51:734,223,817,355"
217,stop,very_near,very_near,"chair:0.84:357,376,794,1042;chair:0.67:718,307,1073,973;dining table:0.60:214,957,997,1901;chair:0.43:734,221,817,349"
218,stop,very_near,very_near,"chair:0.86:358,374,795,1039;chair:0.67:717,304,1073,972;dining table:0.59:210,957,1006,1882"
219,stop,very_near,very_near,"chair:0.87:354,373,794,1041;chair:0.70:717,300,1074,967;dining table:0.62:205,958,1006,1888"
220,stop,very_near,very_near,"chair:0.89:352,367,795,1042;chair:0.72:718,297,1074,969;dining table:0.64:201,958,1007,1895"
221,stop,very_near,very_near,"chair:0.88:353,364,795,1043;chair:0.66:718,292,1076,961;dining table:0.65:197,960,999,1911"
222,stop,very_near,very_near,"chair:0.86:358,360,796,1043;chair:0.72:718,289,1078,962;dining table:0.63:194,961,999,1911"
223,stop,very_near,very_near,"chair:0.86:357,356,797,1043;chair:0.69:717,285,1078,962;dining table:0.63:192,963,1000,1911;chair:0.43:742,200,822,340"
224,stop,very_near,very_near,"chair:0.85:356,359,800,1046;dining table:0.66:190,965,1001,1912;chair:0.50:718,276,1076,960"
225,stop,very_near,very_near,"chair:0.86:356,358,800,1047;dining table:0.62:187,966,1002,1911;chair:0.46:744,193,822,335"
226,stop,very_near,very_near,"chair:0.85:355,356,800,1052;dining table:0.57:185,968,1003,1912;chair:0.42:743,189,823,330"
227,stop,very_near,very_near,"chair:0.84:354,352,799,1053;dining table:0.56:181,965,1011,1910;chair:0.50:742,184,825,327;chair:0.40:714,275,1076,960"
228,stop,very_near,very_near,"chair:0.83:350,350,800,1055;dining table:0.57:179,970,1006,1913;chair:0.46:742,177,827,326"
229,stop,very_near,very_near,"chair:0.84:356,349,800,1056;dining table:0.57:177,969,1013,1911;chair:0.46:743,182,827,323;chair:0.40:712,265,1074,962"
230,stop,very_near,very_near,"chair:0.82:353,352,800,1061;dining table:0.66:173,969,1014,1912;chair:0.48:744,180,827,324;chair:0.42:710,260,1073,966"
231,stop,very_near,very_near,"chair:0.82:358,351,800,1063;dining table:0.63:171,970,1014,1910;chair:0.46:745,177,828,321;chair:0.41:709,266,1075,970"
232,stop,very_near,very_near,"chair:0.82:343,348,802,1068;dining table:0.64:171,973,1015,1912;chair:0.48:747,175,830,320;chair:0.42:717,265,1075,970"
233,stop,very_near,very_near,"chair:0.80:349,347,805,1070;dining table:0.69:169,975,1017,1914;chair:0.43:719,266,1075,968"
234,stop,very_near,very_near,"chair:0.80:357,348,804,1072;dining table:0.64:168,977,1018,1914"
235,stop,very_near,very_near,"chair:0.82:355,346,805,1075;dining table:0.68:168,979,1020,1915"
236,stop,very_near,very_near,"chair:0.82:347,345,807,1081;dining table:0.69:168,978,1020,1914"
237,stop,very_near,very_near,"chair:0.84:354,344,810,1081;dining table:0.67:166,980,1022,1909"
238,stop,very_near,very_near,"chair:0.85:362,342,814,1080;dining table:0.62:167,982,1024,1915"
239,stop,very_near,very_near,"chair:0.85:361,341,816,1078;dining table:0.61:165,983,1025,1909"
240,stop,very_near,very_near,"chair:0.84:343,340,819,1088;dining table:0.58:165,982,1031,1909;chair:0.43:752,160,839,308"
241,stop,very_near,very_near,"chair:0.83:362,339,818,1084;dining table:0.63:164,983,1032,1912;chair:0.41:753,158,840,306"
242,stop,very_near,very_near,"chair:0.83:365,339,817,1087;dining table:0.62:162,983,1033,1911"
243,stop,very_near,very_near,"chair:0.85:360,336,817,1093;dining table:0.63:161,984,1034,1911;chair:0.40:756,158,841,305"
244,stop,very_near,very_near,"chair:0.82:362,334,818,1090;dining table:0.66:160,986,1037,1910"
245,stop,very_near,very_near,"chair:0.83:356,332,818,1096;dining table:0.65:159,984,1040,1909;chair:0.40:757,153,840,309"
246,stop,very_near,very_near,"chair:0.83:372,332,818,1092;dining table:0.67:158,986,1042,1909"
247,stop,very_near,very_near,"chair:0.79:363,334,818,1095;dining table:0.66:157,985,1043,1910"
248,stop,very_near,very_near,"chair:0.83:369,333,812,1092;dining table:0.67:154,986,1041,1913"
249,stop,very_near,very_near,"chair:0.83:363,331,811,1094;dining table:0.67:153,988,1040,1912"
250,stop,very_near,very_near,"chair:0.86:374,330,807,1085;dining table:0.65:149,989,1038,1912"
251,stop,very_near,very_near,"chair:0.82:366,328,814,1089;dining table:0.67:146,990,1035,1914;chair:0.41:748,141,838,294"
252,stop,very_near,very_near,"chair:0.87:369,328,805,1087;dining table:0.65:145,990,1033,1913"
253,stop,very_near,very_near,"chair:0.88:370,327,798,1077;dining table:0.55:138,994,1026,1916"
254,stop,very_near,very_near,"chair:0.91:368,325,796,1075;dining table:0.62:137,993,1029,1915"
255,stop,very_near,very_near,"chair:0.90:367,324,796,1077;dining table:0.59:134,993,1025,1914;chair:0.40:721,134,830,488"
256,stop,very_near,very_near,"chair:0.88:366,323,795,1085;dining table:0.64:133,995,1027,1914;chair:0.41:735,134,829,487"
257,stop,very_near,very_near,"chair:0.89:365,322,794,1086;dining table:0.62:130,993,1027,1914;chair:0.43:735,132,828,486"
258,stop,very_near,very_near,"chair:0.89:365,322,795,1089;dining table:0.69:128,995,1025,1915"
259,stop,very_near,very_near,"chair:0.91:364,322,795,1087;dining table:0.65:125,996,1026,1918;chair:0.48:734,131,829,484"
260,stop,very_near,very_near,"chair:0.89:363,320,796,1085;dining table:0.68:122,998,1027,1915;chair:0.51:735,131,827,478"
261,stop,very_near,very_near,"chair:0.89:363,319,795,1088;dining table:0.65:121,998,1028,1918;chair:0.48:737,129,829,474"
262,stop,very_near,very_near,"chair:0.88:362,317,796,1084;dining table:0.63:119,998,1027,1919;chair:0.43:738,127,831,473"
263,stop,very_near,very_near,"chair:0.90:362,316,796,1081;dining table:0.70:117,999,1027,1919;chair:0.41:739,125,832,474"
264,stop,very_near,very_near,"chair:0.88:363,316,796,1081;dining table:0.66:115,999,1027,1918;chair:0.47:733,125,832,479"
265,stop,very_near,very_near,"chair:0.88:362,314,796,1083;dining table:0.68:111,998,1026,1918"
266,stop,very_near,very_near,"chair:0.86:361,311,798,1083;dining table:0.69:109,997,1027,1916"
267,stop,very_near,very_near,"chair:0.88:358,309,793,1080;dining table:0.67:106,998,1027,1916;chair:0.41:736,120,833,478"
268,stop,very_near,very_near,"chair:0.84:359,307,796,1084;dining table:0.71:101,1000,1026,1918;chair:0.42:742,121,830,269"
269,stop,very_near,very_near,"chair:0.75:354,305,792,1093;dining table:0.73:97,1000,1025,1918"
270,stop,very_near,very_near,"chair:0.78:351,304,797,1093;dining table:0.71:93,997,1025,1913;chair:0.53:741,114,827,265"
271,stop,very_near,very_near,"chair:0.84:347,302,795,1090;dining table:0.69:88,999,1022,1913;chair:0.51:740,113,827,265"
272,stop,very_near,very_near,"chair:0.83:348,301,795,1087;dining table:0.69:84,999,1021,1911;chair:0.49:737,113,826,266"
