frame,decision,left_status,right_status,detections
104,path clear,clear,far,"chair:0.73:663,632,844,934;chair:0.45:612,614,701,858"
105,path clear,clear,far,"chair:0.65:664,629,847,926;chair:0.43:612,611,708,862"
106,path clear,clear,far,"chair:0.73:665,631,848,933;chair:0.45:612,615,703,850"
107,path clear,clear,far,"chair:0.72:666,633,848,937;chair:0.49:610,615,703,852"
108,path clear,clear,far,"chair:0.74:667,635,852,925;chair:0.55:610,618,707,863"
109,path clear,clear,far,"chair:0.72:670,637,852,929;chair:0.51:610,619,704,864"
110,path clear,clear,far,"chair:0.69:668,640,854,927;chair:0.50:607,623,706,867"
111,path clear,clear,far,"chair:0.68:672,641,854,949;chair:0.52:611,622,705,861"
112,path clear,clear,far,"chair:0.76:664,641,854,945;chair:0.46:614,620,709,865"
113,path clear,clear,far,"chair:0.72:667,641,855,965;chair:0.44:614,625,712,869"
114,path clear,clear,far,"chair:0.73:668,645,856,933;chair:0.47:614,630,715,864"
115,path clear,clear,far,"chair:0.71:665,643,859,976;chair:0.40:615,633,714,860"
116,path clear,clear,far,"chair:0.48:668,651,860,961;chair:0.48:615,634,715,860"
117,path clear,clear,far,"chair:0.50:666,652,861,970;chair:0.47:616,634,714,875"
118,path clear,clear,far,"chair:0.65:665,650,862,951;chair:0.47:616,639,714,871"
119,path clear,clear,far,"chair:0.67:669,643,864,962;chair:0.55:618,639,717,879"
120,path clear,clear,far,"chair:0.69:670,645,865,973;chair:0.58:620,639,717,877"
121,path clear,clear,far,"chair:0.74:665,650,866,958;chair:0.54:621,639,717,875"
122,path clear,clear,far,"chair:0.77:666,650,868,958;chair:0.55:621,638,715,875"
123,path clear,clear,far,"chair:0.78:669,653,868,959;chair:0.57:620,639,716,882"
124,path clear,clear,far,"chair:0.77:670,650,872,961;chair:0.57:622,642,716,883"
125,path clear,clear,far,"chair:0.74:671,647,874,960;chair:0.58:622,640,711,882"
126,path clear,clear,far,"chair:0.71:675,644,874,960;chair:0.60:621,640,716,880"
127,path clear,clear,far,"chair:0.70:675,644,876,960;chair:0.56:621,638,714,881"
128,path clear,clear,far,"chair:0.73:671,644,877,958;chair:0.51:622,641,715,890"
129,path clear,clear,far,"chair:0.72:666,646,878,963;chair:0.53:622,641,716,888"
130,path clear,clear,far,"chair:0.71:666,648,880,966;chair:0.54:622,641,715,891"
131,path clear,clear,far,"chair:0.71:666,647,881,961;chair:0.54:622,640,715,891"
132,path clear,clear,far,"chair:0.72:666,650,883,962;chair:0.59:623,641,713,887"
133,path clear,clear,far,"chair:0.74:668,652,883,963;chair:0.61:623,642,713,886"
134,path clear,clear,far,"chair:0.72:673,654,883,964;chair:0.60:622,641,715,885"
135,path clear,clear,far,"chair:0.74:668,651,884,964;chair:0.58:622,641,716,888"
136,path clear,clear,far,"chair:0.74:670,651,886,965;chair:0.57:621,642,716,888"
137,path clear,clear,far,"chair:0.74:668,648,887,964;chair:0.56:621,642,718,889"
138,path clear,clear,far,"chair:0.70:670,643,887,966;chair:0.54:621,641,719,889"
139,path clear,clear,far,"chair:0.69:674,642,888,971;chair:0.51:622,642,718,892"
140,path clear,clear,far,"chair:0.66:676,644,888,969;chair:0.55:623,643,718,891"
141,path clear,clear,far,"chair:0.69:672,648,888,963;chair:0.56:623,644,718,888"
142,path clear,clear,far,"chair:0.67:670,651,888,959;chair:0.57:622,644,716,887"
143,path clear,clear,far,"chair:0.68:675,651,888,958;chair:0.57:624,639,717,890"
144,path clear,clear,far,"chair:0.64:673,654,888,959;chair:0.54:621,639,710,888"
145,path clear,clear,far,"chair:0.66:671,650,888,959;chair:0.49:619,641,703,889"
146,path clear,clear,far,"chair:0.69:665,648,888,958;chair:0.57:617,642,712,890"
147,path clear,clear,far,"chair:0.63:669,646,889,966;chair:0.53:615,643,709,892"
148,path clear,clear,far,"chair:0.60:676,650,887,974;chair:0.57:614,642,714,894"
149,path clear,clear,far,"chair:0.58:669,657,887,982;chair:0.52:613,643,713,893"
150,path clear,clear,far,"chair:0.63:670,656,887,999;chair:0.57:614,645,711,896"
151,path clear,clear,far,"chair:0.63:672,656,887,981;chair:0.63:615,645,717,896"
152,path clear,clear,far,"chair:0.56:671,658,886,984;chair:0.53:614,642,718,898"
153,path clear,clear,far,"chair:0.58:667,658,885,977;chair:0.47:615,642,716,899"
154,path clear,clear,far,"chair:0.56:667,659,886,1013;chair:0.52:613,647,713,904"
155,path clear,clear,far,"chair:0.57:664,660,885,1023;chair:0.57:610,647,716,905"
156,path clear,clear,far,"chair:0.64:662,661,884,998;chair:0.59:613,646,716,907"
157,path clear,clear,far,"chair:0.62:660,661,884,997;chair:0.53:613,646,715,908"
158,path clear,clear,far,"chair:0.58:665,666,883,1024;chair:0.53:611,646,716,906"
159,path clear,clear,far,"chair:0.62:666,665,885,1017;chair:0.51:611,646,714,910"
160,path clear,clear,far,"chair:0.60:665,665,884,1010;chair:0.50:611,649,713,912"
161,path clear,clear,far,"chair:0.61:670,670,885,1031;chair:0.53:609,650,715,914"
162,path clear,clear,far,"chair:0.68:667,671,884,1033;chair:0.47:608,648,714,913"
163,path clear,clear,far,"chair:0.65:666,668,885,1033;chair:0.54:606,648,715,915"
164,path clear,clear,far,"chair:0.72:665,666,885,1031;chair:0.50:606,648,714,914"
165,path clear,clear,far,"chair:0.73:663,669,886,1032;chair:0.49:604,650,714,914"
166,path clear,clear,far,"chair:0.64:663,670,886,1037;chair:0.49:603,650,714,916"
167,path clear,clear,far,"chair:0.66:665,665,886,1020;chair:0.44:604,649,714,918"
168,path clear,clear,far,"chair:0.67:666,669,886,1033;chair:0.47:604,650,715,920"
169,path clear,clear,far,"chair:0.65:664,669,887,1029;chair:0.49:601,651,713,914"
170,path clear,clear,far,"chair:0.65:663,665,886,1008;chair:0.51:598,649,714,883"
171,path clear,clear,far,"chair:0.57:663,665,888,1028;chair:0.50:602,647,715,916"
172,path clear,clear,far,"chair:0.60:659,666,888,1037;chair:0.51:603,647,715,916"
173,path clear,clear,far,"chair:0.65:657,665,888,1018;chair:0.44:602,648,712,889"
174,path clear,clear,far,"chair:0.62:659,665,889,1009;chair:0.46:604,651,715,918"
175,path clear,clear,far,"chair:0.63:660,666,889,1004;chair:0.48:597,650,712,893"
176,path clear,clear,far,"chair:0.59:662,665,890,1011;chair:0.49:596,650,713,893"
177,path clear,clear,far,"chair:0.70:663,666,890,1001;chair:0.47:594,649,708,895"
178,path clear,clear,far,"chair:0.71:663,665,891,1003;chair:0.45:587,650,710,923"
179,path clear,far,far,"chair:0.68:660,663,891,1011;chair:0.48:584,649,711,923"
180,path clear,far,far,"chair:0.64:659,662,894,1024;chair:0.44:579,648,713,924"
181,path clear,far,far,"chair:0.67:656,662,896,1037;chair:0.45:577,648,714,929"
182,path clear,far,far,"chair:0.66:658,662,898,1041;chair:0.45:577,648,715,930"
183,path clear,far,far,"chair:0.64:653,662,898,1030;chair:0.43:572,647,714,929"
184,path clear,far,far,"chair:0.66:654,662,901,1011;chair:0.43:565,647,712,931"
185,path clear,far,far,"chair:0.73:655,664,902,1047;chair:0.40:570,647,705,936"
186,path clear,far,far,"chair:0.71:646,660,900,1012;chair:0.48:562,647,691,932"
187,path clear,far,far,"chair:0.70:649,663,902,1005;chair:0.50:567,648,693,932"
188,path clear,far,far,"chair:0.71:654,664,902,1017;chair:0.49:582,654,690,933"
189,path clear,far,far,"chair:0.71:652,668,903,1011;chair:0.50:582,654,695,928"
190,path clear,far,far,"chair:0.60:655,667,908,1027;chair:0.47:582,655,692,929"
191,path clear,far,far,"chair:0.69:656,667,908,1030;chair:0.43:576,650,683,933"
192,path clear,far,far,"chair:0.72:653,665,906,1013;chair:0.45:579,650,694,936"
193,path clear,far,far,"chair:0.78:652,667,906,1033;chair:0.44:575,650,688,935"
194,path clear,far,far,"chair:0.72:659,670,909,1018;chair:0.51:573,650,699,941"
195,path clear,far,far,"chair:0.75:661,672,909,1018;chair:0.48:573,650,698,941"
196,path clear,clear,far,"chair:0.71:654,672,911,1062"
197,path clear,far,far,"chair:0.72:654,674,911,1062;chair:0.44:578,650,681,938"
198,path clear,far,far,"chair:0.71:656,673,911,1053;chair:0.51:578,652,681,938"
199,path clear,far,far,"chair:0.75:659,675,913,1067;chair:0.54:577,652,683,938"
200,path clear,far,far,"chair:0.77:658,677,912,1040;chair:0.55:576,651,686,940"
201,path clear,far,far,"chair:0.79:658,677,911,1024;chair:0.55:579,651,687,939"
202,path clear,far,far,"chair:0.77:660,678,914,1062;chair:0.55:580,652,690,941"
203,path clear,far,far,"chair:0.78:661,679,915,1067;chair:0.60:579,653,694,943"
204,path clear,far,far,"chair:0.76:664,679,916,1066;chair:0.59:578,653,693,943"
205,path clear,far,far,"chair:0.75:663,680,916,1064;chair:0.60:577,653,694,943"
206,path clear,far,far,"chair:0.73:662,679,917,1061;chair:0.58:578,653,695,943"
207,path clear,far,far,"chair:0.74:663,678,918,1058;chair:0.58:577,653,694,944"
208,path clear,far,far,"chair:0.74:661,678,918,1062;chair:0.60:574,651,693,944"
209,path clear,far,far,"chair:0.76:660,676,920,1072;chair:0.60:577,651,692,945"
210,path clear,far,far,"chair:0.76:659,677,921,1073;chair:0.60:577,650,694,945"
211,path clear,far,far,"chair:0.79:660,676,921,1075;chair:0.63:575,649,694,944"
212,path clear,far,far,"chair:0.78:661,676,921,1066;chair:0.61:573,650,695,944"
213,path clear,far,far,"chair:0.79:661,676,920,1048;chair:0.59:574,649,694,943"
214,path clear,far,far,"chair:0.79:661,677,920,1055;chair:0.56:569,652,686,944"
215,path clear,far,far,"chair:0.79:661,674,920,1049;chair:0.54:573,651,680,943"
216,path clear,far,far,"chair:0.76:661,672,922,1065;chair:0.57:570,648,682,940"
217,path clear,far,far,"chair:0.74:660,661,923,1071;chair:0.62:567,645,688,941"
218,path clear,far,far,"chair:0.73:656,664,920,1040;chair:0.62:568,645,688,942"
219,path clear,far,far,"chair:0.70:659,662,924,1072;chair:0.63:570,646,687,944"
220,path clear,far,far,"chair:0.76:659,660,924,1067;chair:0.63:569,645,685,942"
221,path clear,far,far,"chair:0.75:657,659,925,1072;chair:0.62:564,644,686,943"
222,path clear,far,far,"chair:0.74:657,660,925,1082;chair:0.63:565,645,686,943"
223,path clear,far,far,"chair:0.71:656,664,922,1086;chair:0.61:567,646,690,945"
224,path clear,far,far,"chair:0.71:656,666,922,1088;chair:0.60:567,644,690,944"
225,path clear,far,far,"chair:0.74:654,665,920,1091;chair:0.63:569,646,686,943"
226,path clear,far,far,"chair:0.76:652,664,920,1094;chair:0.60:569,646,686,947"
227,path clear,far,far,"chair:0.83:646,663,921,1065;chair:0.60:568,647,688,948"
228,path clear,far,far,"chair:0.87:651,662,922,1066;chair:0.63:569,645,688,948"
229,path clear,far,far,"chair:0.84:635,660,920,1053;chair:0.63:567,647,687,944"
230,path clear,far,far,"chair:0.82:636,661,923,1077;chair:0.62:566,648,688,947"
231,path clear,far,far,"chair:0.84:643,663,922,1067;chair:0.60:565,648,687,949"
232,path clear,far,far,"chair:0.88:642,656,923,1061;chair:0.62:562,645,688,947"
233,path clear,far,far,"chair:0.87:638,658,920,1056;chair:0.61:548,642,687,947"
234,path clear,far,far,"chair:0.81:634,658,921,1058;chair:0.63:550,643,692,943"
235,path clear,far,far,"chair:0.79:633,656,921,1060;chair:0.64:554,641,693,944"
236,path clear,far,far,"chair:0.84:630,659,921,1059;chair:0.69:556,643,692,942"
237,path clear,far,far,"chair:0.82:630,656,922,1059;chair:0.66:554,642,694,943"
238,path clear,far,far,"chair:0.81:636,652,922,1060;chair:0.61:551,641,693,945"
239,path clear,far,far,"chair:0.80:635,650,924,1059;chair:0.62:549,641,694,943"
240,path clear,far,far,"chair:0.82:631,655,924,1067;chair:0.63:546,640,692,944"
241,path clear,far,far,"chair:0.82:634,659,926,1066;chair:0.64:543,639,693,946"
242,path clear,far,far,"chair:0.80:640,659,925,1065;chair:0.62:538,639,693,946"
243,path clear,far,far,"chair:0.82:639,660,927,1065;chair:0.64:534,637,688,949"
244,path clear,far,far,"chair:0.84:639,661,925,1059;chair:0.68:531,635,686,954"
245,path clear,far,far,"chair:0.83:639,664,924,1065;chair:0.67:532,635,687,951"
246,path clear,far,far,"chair:0.85:644,667,925,1066;chair:0.65:533,635,687,954"
247,path clear,far,far,"chair:0.84:645,668,926,1060;chair:0.64:533,635,687,953"
248,path clear,far,far,"chair:0.86:644,668,926,1068;chair:0.62:533,636,685,952"
249,path clear,far,far,"chair:0.86:641,667,926,1084;chair:0.63:532,635,685,952"
250,path clear,far,far,"chair:0.86:641,668,927,1087;chair:0.59:533,637,684,955"
251,path clear,far,far,"chair:0.82:640,667,928,1095;chair:0.60:533,637,683,956"
252,path clear,far,far,"chair:0.83:641,666,929,1089;chair:0.64:532,637,683,957"
253,path clear,far,far,"chair:0.82:644,667,932,1109;chair:0.65:531,635,682,957"
254,path clear,far,far,"chair:0.83:644,669,932,1115;chair:0.64:532,636,683,959"
255,path clear,far,far,"chair:0.80:643,665,930,1077;chair:0.61:534,636,683,958"
256,path clear,far,far,"chair:0.79:644,666,929,1080;chair:0.59:535,636,680,958"
257,path clear,far,far,"chair:0.77:646,666,930,1090;chair:0.61:540,637,680,957"
258,path clear,far,far,"chair:0.80:645,668,938,1116;chair:0.58:543,638,681,956"
259,path clear,far,far,"chair:0.82:645,662,940,1117;chair:0.61:542,637,681,956"
260,path clear,far,far,"chair:0.80:647,663,940,1119;chair:0.59:533,634,678,957"
261,path clear,far,far,"chair:0.78:645,661,944,1121;chair:0.57:535,634,678,956"
262,path clear,far,far,"chair:0.80:644,660,944,1123;chair:0.56:536,634,679,957"
263,path clear,far,far,"chair:0.82:645,660,945,1120;chair:0.54:537,634,679,957"
264,path clear,far,far,"chair:0.82:646,660,948,1120;chair:0.52:542,632,686,959"
265,path clear,far,far,"chair:0.81:648,661,948,1124;chair:0.52:540,631,688,965"
266,path clear,far,far,"chair:0.83:645,663,952,1126;chair:0.50:541,631,686,961"
267,path clear,far,far,"chair:0.82:644,661,954,1126;chair:0.46:543,631,686,960"
268,path clear,far,far,"chair:0.81:642,658,959,1132;chair:0.47:542,631,690,960"
269,path clear,far,far,"chair:0.81:641,658,961,1134;chair:0.52:544,632,692,962"
270,path clear,far,far,"chair:0.84:640,660,959,1135;chair:0.54:544,632,693,962"
271,path clear,far,far,"chair:0.84:642,660,958,1140;chair:0.53:539,630,689,964"
272,path clear,far,near,"chair:0.83:642,660,959,1144;chair:0.53:540,633,693,986"
273,path clear,far,near,"chair:0.82:639,658,956,1144;chair:0.56:539,634,691,979"
274,path clear,far,near,"chair:0.81:634,658,962,1142;chair:0.55:539,635,692,973"
275,path clear,far,near,"chair:0.85:639,659,962,1150;chair:0.58:540,636,673,972"
276,path clear,far,near,"chair:0.87:631,662,965,1156;chair:0.58:537,634,665,969"
277,path clear,far,near,"chair:0.88:636,662,965,1157;chair:0.57:533,632,665,970"
278,path clear,far,near,"chair:0.87:637,660,965,1159;chair:0.54:531,633,661,971"
279,path clear,far,near,"chair:0.88:630,658,966,1158;chair:0.55:530,633,659,972"
280,path clear,far,near,"chair:0.87:635,660,967,1162;chair:0.56:539,635,672,977"
281,path clear,far,near,"chair:0.86:640,663,969,1163;chair:0.56:536,635,672,978"
282,path clear,far,near,"chair:0.87:638,664,973,1166;chair:0.57:525,633,661,979"
283,path clear,far,near,"chair:0.86:637,665,972,1167;chair:0.59:524,633,664,980"
284,path clear,far,near,"chair:0.86:639,671,971,1167;chair:0.54:530,635,680,986"
285,path clear,far,near,"chair:0.85:637,672,971,1171;chair:0.56:524,637,668,981"
286,path clear,far,near,"chair:0.85:639,670,972,1172;chair:0.54:524,638,665,988"
287,path clear,far,near,"chair:0.84:635,669,974,1176;chair:0.51:526,638,665,982"
288,path clear,far,near,"chair:0.85:636,669,971,1176;chair:0.54:524,633,664,981"
289,path clear,far,near,"chair:0.84:637,666,971,1174;chair:0.58:521,624,660,984"
290,path clear,far,near,"chair:0.86:639,664,974,1176;chair:0.57:522,627,659,987"
291,path clear,far,near,"chair:0.87:637,662,976,1180;chair:0.56:527,639,664,991"
292,path clear,far,near,"chair:0.87:640,661,978,1182;chair:0.56:526,639,667,989"
293,path clear,far,near,"chair:0.87:640,661,976,1183;chair:0.53:526,642,668,987"
294,path clear,far,near,"chair:0.86:642,660,977,1190;chair:0.52:525,641,666,986"
295,path clear,far,near,"chair:0.83:641,667,977,1185;chair:0.52:522,636,668,994"
296,path clear,far,near,"chair:0.83:641,666,978,1187;chair:0.56:521,634,669,986"
297,path clear,far,near,"chair:0.81:643,664,979,1176;chair:0.53:523,634,671,986"
298,path clear,far,near,"chair:0.84:643,661,977,1186;chair:0.48:526,639,672,988"
299,path clear,far,near,"chair:0.81:642,660,982,1189;chair:0.55:524,636,667,986"
300,path clear,far,near,"chair:0.80:638,664,979,1182;chair:0.59:517,627,664,987"
301,path clear,far,near,"chair:0.80:642,666,983,1186;chair:0.62:515,625,664,989"
302,path clear,far,near,"chair:0.82:642,667,989,1195;chair:0.57:513,626,669,992"
303,path clear,far,near,"chair:0.83:645,668,990,1196;chair:0.56:513,627,669,989"
304,path clear,far,near,"chair:0.85:646,665,985,1199;chair:0.58:513,624,670,1011"
305,path clear,far,near,"chair:0.84:646,666,988,1209;chair:0.58:516,626,665,985"
306,path clear,far,near,"chair:0.83:643,665,988,1215;chair:0.60:516,627,680,1006"
307,path clear,far,near,"chair:0.87:641,669,991,1215;chair:0.60:522,632,667,984"
308,path clear,far,near,"chair:0.83:638,673,992,1214;chair:0.58:518,631,676,1010"
309,path clear,far,near,"chair:0.89:633,672,1001,1224;chair:0.56:521,636,673,1006"
310,path clear,far,near,"chair:0.85:638,675,997,1223;chair:0.54:518,633,677,1009"
311,path clear,far,near,"chair:0.88:630,678,998,1227;chair:0.54:517,641,671,991"
312,path clear,far,near,"chair:0.86:632,672,999,1225;chair:0.56:512,630,676,1018"
313,path clear,far,near,"chair:0.83:630,667,998,1219;chair:0.52:512,628,673,1017"
314,path clear,far,near,"chair:0.84:633,661,1003,1220;chair:0.55:507,625,666,1019"
315,path clear,far,near,"chair:0.83:630,664,1003,1197;chair:0.58:508,627,662,1017;dining table:0.43:678,604,1080,759"
316,path clear,far,near,"chair:0.80:615,666,1002,1214;chair:0.52:517,637,656,1027;dining table:0.45:681,605,1080,759"
317,path clear,far,near,"chair:0.79:620,666,1009,1215;chair:0.53:521,641,655,1031;dining table:0.42:681,604,1080,760"
318,path clear,far,near,"chair:0.83:617,670,1013,1237;chair:0.54:519,643,655,1037;dining table:0.42:680,606,1080,760"
319,path clear,far,near,"chair:0.83:611,661,1018,1239;chair:0.54:515,643,654,1029;dining table:0.44:679,605,1080,760"
320,path clear,far,near,"chair:0.86:619,652,1010,1227;chair:0.54:505,637,653,1034;dining table:0.43:679,605,1080,760"
321,path clear,far,near,"chair:0.87:612,655,1008,1235;chair:0.53:504,637,653,1042;dining table:0.49:675,602,1080,760"
322,path clear,far,near,"chair:0.86:613,654,1011,1240;chair:0.53:501,630,654,1047;dining table:0.45:670,600,1080,761"
323,path clear,far,near,"chair:0.86:608,680,1007,1227;chair:0.61:508,632,655,1039;dining table:0.45:670,603,1080,762"
324,path clear,far,near,"chair:0.87:613,671,1009,1243;chair:0.55:503,637,650,1057;dining table:0.43:669,604,1080,762"
325,path clear,far,near,"chair:0.86:624,672,1008,1241;chair:0.53:507,640,653,1063;dining table:0.49:668,603,1080,760"
326,path clear,far,near,"chair:0.87:618,682,1006,1240;chair:0.55:501,640,649,1059;dining table:0.48:669,602,1080,760"
327,path clear,far,near,"chair:0.88:615,681,1006,1240;chair:0.58:501,640,655,1051;dining table:0.49:665,601,1080,760"
