frame,decision,left_status,right_status,detections
24,path clear,near,far,"chair:0.91:357,538,641,986;chair:0.72:632,474,798,772;dining table:0.59:2,931,449,1525"
25,path clear,near,far,"chair:0.92:358,536,642,979;chair:0.72:642,473,799,771;dining table:0.59:2,930,448,1523"
26,path clear,near,far,"chair:0.91:358,536,643,980;chair:0.73:639,472,800,771;dining table:0.58:3,931,451,1522"
27,path clear,near,far,"chair:0.91:357,536,643,980;chair:0.71:633,471,801,769;dining table:0.52:2,930,453,1521"
28,path clear,near,far,"chair:0.93:359,537,643,977;chair:0.70:633,470,801,768;dining table:0.54:2,930,452,1523"
29,path clear,near,far,"chair:0.93:360,533,644,972;chair:0.68:641,469,804,756;dining table:0.53:2,930,452,1522"
30,path clear,near,far,"chair:0.91:361,532,646,976;chair:0.72:637,467,804,754;dining table:0.55:2,930,456,1523"
31,path clear,near,far,"chair:0.89:361,531,645,981;chair:0.67:644,468,805,760;dining table:0.51:2,928,459,1521;chair:0.43:574,466,690,717"
32,path clear,near,far,"chair:0.92:362,532,647,974;chair:0.57:646,466,806,747;dining table:0.53:3,925,459,1519;chair:0.43:578,464,695,724"
33,path clear,near,far,"chair:0.92:363,530,649,972;chair:0.61:646,465,806,753;dining table:0.52:3,924,463,1518"
34,path clear,near,far,"chair:0.88:363,529,649,973;chair:0.61:646,464,808,749;dining table:0.54:3,923,466,1518"
35,path clear,near,far,"chair:0.91:364,527,651,972;chair:0.70:646,463,807,759;dining table:0.56:3,922,468,1514"
36,path clear,near,far,"chair:0.89:364,524,653,967;chair:0.75:646,463,808,747;dining table:0.55:3,921,467,1519"
37,path clear,near,far,"chair:0.90:365,524,652,969;chair:0.73:648,461,809,748;dining table:0.59:4,919,470,1515;chair:0.47:572,459,693,703"
38,path clear,near,far,"chair:0.90:365,525,654,968;chair:0.60:648,462,810,751;dining table:0.57:4,919,472,1516;chair:0.51:566,458,705,704"
39,path clear,near,far,"chair:0.88:366,522,654,967;chair:0.61:649,461,811,746;dining table:0.53:5,919,475,1514;chair:0.49:578,458,703,701"
40,path clear,near,far,"chair:0.90:366,520,654,969;chair:0.61:649,460,811,748;dining table:0.53:5,918,476,1513;chair:0.46:573,456,699,700"
41,path clear,near,far,"chair:0.88:367,520,657,974;chair:0.60:650,459,813,746;dining table:0.55:6,917,477,1514"
42,path clear,near,far,"chair:0.86:367,517,658,969;chair:0.62:647,456,814,725;dining table:0.54:6,916,477,1514"
43,path clear,near,far,"chair:0.88:367,518,657,971;chair:0.58:652,456,815,720;dining table:0.55:7,915,478,1515"
44,path clear,near,far,"chair:0.91:367,518,658,967;dining table:0.50:7,911,477,1512;chair:0.45:648,455,817,706"
45,path clear,near,far,"chair:0.88:368,515,659,964;dining table:0.52:7,910,477,1513;chair:0.50:648,451,817,735;chair:0.43:578,451,695,701"
46,path clear,near,far,"chair:0.88:369,514,659,966;chair:0.67:645,452,816,730;dining table:0.51:6,910,478,1514"
47,path clear,near,far,"chair:0.88:368,513,659,967;chair:0.60:646,447,817,744;dining table:0.54:5,910,477,1513;chair:0.50:576,448,694,696"
48,path clear,near,far,"chair:0.88:368,512,659,966;chair:0.65:645,447,816,744;dining table:0.57:5,909,478,1513"
49,path clear,near,far,"chair:0.88:368,512,659,966;chair:0.64:644,447,816,741;dining table:0.60:5,908,478,1513"
50,path clear,near,far,"chair:0.87:368,509,659,965;chair:0.62:644,446,817,744;dining table:0.58:5,907,478,1514"
51,path clear,near,far,"chair:0.89:369,508,658,963;chair:0.59:645,445,817,739;dining table:0.57:4,906,478,1514"
52,path clear,near,far,"chair:0.90:367,505,659,958;dining table:0.56:4,906,478,1515;chair:0.56:645,445,817,730"
53,path clear,near,far,"chair:0.88:367,504,658,958;chair:0.61:643,444,817,726;dining table:0.61:3,906,478,1512"
54,path clear,near,far,"chair:0.89:367,501,658,959;chair:0.62:641,443,817,715;dining table:0.60:3,907,477,1514"
55,path clear,near,far,"chair:0.89:366,502,657,959;dining table:0.61:3,906,475,1515;chair:0.56:639,441,817,720"
56,path clear,near,far,"chair:0.89:366,499,658,957;dining table:0.65:2,905,476,1513;chair:0.57:643,438,816,728"
57,path clear,near,far,"chair:0.89:366,500,658,958;dining table:0.64:2,905,476,1513;chair:0.60:646,438,816,733;chair:0.48:573,434,694,683"
58,path clear,near,far,"chair:0.91:366,499,656,959;dining table:0.68:2,905,476,1513;chair:0.66:646,435,817,731"
59,path clear,near,far,"chair:0.90:365,495,657,954;chair:0.68:645,434,818,732;dining table:0.66:2,904,473,1513"
60,path clear,near,far,"chair:0.89:363,496,655,952;dining table:0.68:2,903,471,1516;chair:0.66:641,432,817,725"
61,path clear,near,far,"chair:0.90:364,495,656,954;chair:0.71:647,430,818,723;dining table:0.69:1,900,472,1517"
62,path clear,near,far,"chair:0.91:363,493,656,952;chair:0.69:649,429,817,706;dining table:0.68:2,899,471,1518"
63,path clear,near,far,"chair:0.91:361,491,656,948;chair:0.71:649,426,817,723;dining table:0.65:2,899,465,1518"
64,path clear,near,far,"chair:0.90:361,492,655,949;chair:0.71:647,424,816,696;dining table:0.65:2,898,464,1521"
65,path clear,near,far,"chair:0.91:360,490,654,949;chair:0.68:644,422,817,692;dining table:0.60:2,896,464,1520"
66,path clear,near,far,"chair:0.91:359,489,653,952;chair:0.71:645,422,816,695;dining table:0.61:2,896,461,1523"
67,path clear,near,far,"chair:0.91:358,489,654,953;chair:0.64:646,421,816,726;dining table:0.60:2,895,461,1525"
68,path clear,near,far,"chair:0.91:357,488,654,946;chair:0.74:645,419,815,727;dining table:0.63:3,893,461,1525"
69,path clear,near,far,"chair:0.91:357,485,653,948;chair:0.72:647,416,817,726;dining table:0.61:3,894,460,1525"
70,path clear,near,far,"chair:0.91:356,481,654,952;chair:0.67:648,416,816,723;dining table:0.62:3,894,457,1527;chair:0.45:578,413,693,676"
71,path clear,near,far,"chair:0.90:355,480,653,952;chair:0.67:647,414,816,725;dining table:0.61:3,896,453,1530"
72,path clear,near,far,"chair:0.90:354,480,653,951;chair:0.66:647,413,816,725;dining table:0.60:3,895,451,1533;chair:0.42:576,411,692,680"
73,path clear,near,far,"chair:0.91:351,477,651,955;chair:0.66:649,413,816,722;dining table:0.58:4,896,448,1534"
74,path clear,near,far,"chair:0.90:351,473,650,948;chair:0.69:647,412,815,721;dining table:0.58:4,897,448,1535"
75,path clear,near,far,"chair:0.90:350,475,650,951;chair:0.67:650,411,816,718;dining table:0.59:4,899,446,1537"
76,path clear,near,far,"chair:0.90:347,475,649,954;chair:0.63:645,410,815,714;dining table:0.61:4,900,443,1542"
77,path clear,near,far,"chair:0.90:345,473,649,955;chair:0.68:648,409,815,705;dining table:0.61:4,901,442,1546"
78,path clear,near,far,"chair:0.90:346,473,649,959;dining table:0.63:4,904,442,1552;chair:0.63:649,408,815,712"
79,path clear,near,far,"chair:0.91:346,473,650,962;dining table:0.65:4,905,438,1553;chair:0.64:648,407,816,713"
80,path clear,near,far,"chair:0.91:345,472,650,956;chair:0.69:642,406,816,713;dining table:0.60:3,905,440,1557"
81,path clear,near,far,"chair:0.91:345,471,651,956;chair:0.68:645,407,818,710;dining table:0.60:4,904,440,1563"
82,path clear,near,far,"chair:0.91:344,470,652,962;chair:0.71:646,406,818,709;dining table:0.64:3,905,439,1568"
83,path clear,near,far,"chair:0.91:344,470,653,963;chair:0.69:645,404,819,709;dining table:0.60:4,906,441,1566"
84,path clear,near,far,"chair:0.91:342,469,652,961;chair:0.73:645,402,818,710;dining table:0.61:4,907,440,1570"
85,path clear,near,far,"chair:0.91:341,470,653,964;chair:0.73:644,401,819,701;dining table:0.64:3,909,440,1576"
86,path clear,near,far,"chair:0.91:342,471,653,962;chair:0.69:644,400,820,700;dining table:0.65:3,912,439,1579"
87,path clear,near,far,"chair:0.91:341,469,653,960;chair:0.69:644,399,820,704;dining table:0.63:2,913,439,1579"
88,path clear,near,far,"chair:0.91:339,467,653,961;chair:0.72:644,397,822,701;dining table:0.66:2,914,437,1588"
89,path clear,near,far,"chair:0.91:339,466,654,961;chair:0.71:645,396,822,706;dining table:0.67:2,914,437,1590"
90,path clear,near,far,"chair:0.91:334,465,654,963;chair:0.71:646,395,822,705;dining table:0.63:2,914,438,1596"
91,path clear,near,far,"chair:0.91:334,464,655,957;chair:0.75:644,394,823,702;dining table:0.61:2,915,437,1597"
92,path clear,near,far,"chair:0.91:335,463,655,961;chair:0.67:644,393,825,704;dining table:0.59:2,914,438,1600"
93,path clear,near,far,"chair:0.90:335,461,655,958;chair:0.71:648,392,825,705;dining table:0.64:2,915,436,1596"
94,path clear,near,far,"chair:0.90:336,460,657,954;chair:0.68:649,389,826,705;dining table:0.66:2,916,435,1601"
95,path clear,near,far,"chair:0.90:337,458,657,954;dining table:0.68:3,915,433,1602;chair:0.66:646,387,827,705"
96,path clear,near,far,"chair:0.90:336,459,659,957;dining table:0.66:3,913,433,1607;chair:0.62:654,387,830,692"
97,path clear,near,far,"chair:0.91:335,456,659,952;dining table:0.65:3,913,433,1608;chair:0.62:641,383,829,684"
98,path clear,near,far,"chair:0.90:341,451,661,954;dining table:0.66:3,911,433,1606;chair:0.58:658,380,833,674"
99,path clear,near,far,"chair:0.90:343,448,661,951;chair:0.64:656,376,835,677;dining table:0.62:3,908,434,1607"
100,path clear,near,far,"chair:0.88:347,444,665,942;dining table:0.60:3,906,433,1607;chair:0.48:664,373,838,655"
101,path clear,near,far,"chair:0.90:350,441,666,934;chair:0.71:668,370,840,663;dining table:0.59:0,906,432,1608"
102,path clear,near,far,"chair:0.89:349,434,667,931;chair:0.68:665,367,842,665;dining table:0.58:0,906,431,1603"
103,path clear,near,far,"chair:0.87:348,436,668,925;chair:0.74:668,363,843,664;dining table:0.63:0,906,434,1602"
104,path clear,near,far,"chair:0.89:348,433,669,925;chair:0.69:671,360,845,649;dining table:0.63:3,904,438,1606"
105,path clear,near,far,"chair:0.88:341,428,670,925;chair:0.75:669,358,849,676;dining table:0.64:0,904,435,1608"
106,path clear,near,far,"chair:0.89:342,424,671,924;chair:0.72:676,354,853,667;dining table:0.63:4,901,440,1614"
107,path clear,near,far,"chair:0.88:348,422,675,922;chair:0.67:675,351,854,672;dining table:0.63:1,901,441,1611"
108,path clear,near,far,"chair:0.88:347,418,677,922;chair:0.66:670,348,858,671;dining table:0.64:1,900,435,1613"
109,path clear,near,far,"chair:0.87:349,416,678,923;chair:0.67:685,346,859,668;dining table:0.66:3,898,438,1620"
110,path clear,near,far,"chair:0.87:348,414,681,928;chair:0.78:683,343,862,637;dining table:0.67:1,899,436,1622"
111,path clear,near,far,"chair:0.89:343,412,686,921;chair:0.76:686,343,866,630;dining table:0.67:4,897,437,1626"
112,path clear,near,far,"chair:0.87:345,410,688,917;chair:0.69:690,341,867,646;dining table:0.66:4,898,442,1625"
113,path clear,near,far,"chair:0.85:354,410,690,917;dining table:0.63:4,898,439,1629;chair:0.59:693,337,870,637"
114,path clear,near,far,"chair:0.80:365,411,691,917;dining table:0.67:4,897,441,1630;chair:0.49:689,336,873,638"
115,path clear,near,far,"chair:0.75:371,408,692,916;dining table:0.66:4,896,440,1635;chair:0.59:696,332,879,645"
116,path clear,near,far,"dining table:0.69:3,895,444,1641;chair:0.64:702,328,884,642;chair:0.64:367,403,695,915"
117,path clear,near,far,"chair:0.75:360,402,699,917;dining table:0.72:4,896,446,1644;chair:0.58:717,326,889,635"
118,path clear,near,far,"chair:0.81:368,402,703,914;dining table:0.68:4,896,449,1648;chair:0.66:713,327,891,644"
119,path clear,near,far,"chair:0.85:368,400,708,917;chair:0.78:716,324,896,640;dining table:0.66:4,897,451,1652;chair:0.43:658,323,765,570"
120,path clear,near,far,"chair:0.88:365,398,713,923;chair:0.70:715,325,899,638;dining table:0.66:3,898,451,1651"
121,path clear,near,far,"chair:0.90:365,397,716,917;dining table:0.68:3,898,453,1658;chair:0.66:718,321,902,648;chair:0.40:661,320,769,596"
122,path clear,near,far,"chair:0.89:365,394,716,918;chair:0.69:717,319,906,644;dining table:0.68:3,897,456,1659"
123,path clear,near,far,"chair:0.90:369,394,717,917;chair:0.69:722,316,912,639;dining table:0.67:3,898,459,1663"
124,path clear,near,far,"chair:0.90:370,392,717,918;chair:0.66:733,314,914,639;dining table:0.64:3,898,461,1668"
125,"obstacle left, move right",very_near,far,"chair:0.90:367,390,723,917;chair:0.68:732,313,920,632;dining table:0.64:3,900,466,1675"
126,"obstacle left, move right",very_near,far,"chair:0.90:371,388,726,921;chair:0.73:733,312,924,635;dining table:0.69:3,902,472,1679"
127,"obstacle left, move right",very_near,far,"chair:0.90:373,388,728,919;chair:0.74:736,309,927,633;dining table:0.67:3,904,475,1686"
128,"obstacle left, move right",very_near,far,"chair:0.88:370,387,732,927;dining table:0.72:3,906,467,1688;chair:0.66:735,310,928,643;chair:0.41:676,310,793,579"
129,"obstacle left, move right",very_near,far,"chair:0.89:394,389,737,923;chair:0.72:735,308,934,649;dining table:0.67:3,907,474,1697;chair:0.45:675,308,793,574"
130,"obstacle left, move right",very_near,far,"chair:0.88:385,388,739,926;chair:0.67:743,307,937,647;dining table:0.64:3,908,480,1705;chair:0.50:677,307,795,585"
131,"obstacle left, move right",very_near,far,"chair:0.84:395,388,741,926;dining table:0.68:3,912,479,1711;chair:0.62:747,307,939,638"
132,"obstacle left, move right",very_near,far,"chair:0.85:405,390,742,926;dining table:0.65:3,913,482,1700;chair:0.62:751,306,942,635"
133,"obstacle left, move right",very_near,far,"chair:0.87:406,388,747,927;chair:0.75:757,305,949,631;dining table:0.68:3,918,481,1726"
134,"obstacle left, move right",very_near,far,"chair:0.83:404,387,750,930;chair:0.70:759,305,951,634;dining table:0.69:3,919,483,1726"
135,"obstacle left, move right",very_near,far,"chair:0.82:408,387,751,935;chair:0.69:764,304,954,638;dining table:0.65:3,917,483,1729"
136,"obstacle left, move right",very_near,far,"chair:0.86:414,384,757,933;dining table:0.67:3,920,484,1734;chair:0.65:769,302,960,648"
137,"obstacle left, move right",very_near,far,"chair:0.85:406,383,760,935;chair:0.72:768,301,961,645;dining table:0.64:3,921,488,1740"
138,"obstacle left, move right",very_near,far,"chair:0.87:414,380,762,930;chair:0.73:770,300,963,641;dining table:0.70:3,922,486,1740"
139,"obstacle left, move right",very_near,far,"chair:0.87:421,380,764,937;dining table:0.73:3,921,485,1744;chair:0.73:770,296,970,638"
140,"obstacle left, move right",very_near,far,"chair:0.85:423,380,765,930;dining table:0.75:3,922,488,1747;chair:0.75:782,296,974,644"
141,"obstacle left, move right",very_near,far,"chair:0.85:428,379,768,925;dining table:0.76:3,924,486,1751;chair:0.71:781,294,974,643"
142,"obstacle left, move right",very_near,far,"chair:0.82:432,378,771,922;dining table:0.78:3,925,487,1756;chair:0.65:782,291,978,638"
143,"obstacle left, move right",very_near,far,"chair:0.78:432,377,771,930;dining table:0.75:3,926,487,1758;chair:0.72:786,292,982,642"
144,"obstacle left, move right",very_near,far,"chair:0.81:435,375,775,930;dining table:0.78:3,926,488,1759;chair:0.72:786,286,987,642"
145,"obstacle left, move right",very_near,far,"chair:0.82:439,371,783,925;dining table:0.79:2,927,488,1762;chair:0.69:787,282,990,628"
146,"obstacle left, move right",very_near,far,"chair:0.84:443,371,786,926;dining table:0.76:1,928,491,1767;chair:0.65:800,283,1000,616"
147,"obstacle left, move right",very_near,far,"chair:0.85:443,368,788,925;dining table:0.77:1,928,493,1770;chair:0.65:798,280,1001,616"
148,"obstacle left, move right",very_near,far,"chair:0.87:448,368,791,918;dining table:0.75:1,927,496,1773;chair:0.57:816,280,1006,634"
149,"obstacle left, move right",very_near,far,"chair:0.85:450,365,794,913;dining table:0.74:1,926,498,1780;chair:0.61:813,276,1010,636"
150,"obstacle left, move right",very_near,far,"chair:0.87:457,364,798,918;dining table:0.73:2,926,504,1786;chair:0.71:809,274,1017,595"
151,"obstacle left, move right",very_near,far,"chair:0.81:460,361,801,919;dining table:0.73:1,925,505,1787;chair:0.66:817,275,1027,597"
152,"obstacle left, move right",very_near,far,"chair:0.84:462,358,808,912;dining table:0.75:1,924,507,1787;chair:0.62:825,269,1032,590"
153,"obstacle left, move right",very_near,far,"chair:0.86:464,357,812,915;dining table:0.74:1,925,509,1792;chair:0.67:831,268,1036,629;chair:0.54:769,266,891,553"
154,"obstacle left, move right",very_near,far,"chair:0.90:470,352,813,913;dining table:0.75:1,926,508,1791;chair:0.58:842,263,1045,602;chair:0.49:781,262,898,560"
155,"obstacle left, move right",very_near,far,"chair:0.90:471,349,818,908;dining table:0.72:1,925,512,1795;chair:0.56:849,263,1050,603"
156,"obstacle left, move right",very_near,far,"chair:0.89:478,347,825,908;dining table:0.73:1,924,512,1799;chair:0.56:844,259,1055,587"
157,"obstacle left, move right",very_near,far,"chair:0.90:490,346,831,906;dining table:0.74:1,924,514,1802;chair:0.61:855,259,1068,604;chair:0.49:794,257,913,544"
158,"obstacle left, move right",very_near,far,"chair:0.93:495,343,837,900;dining table:0.76:1,922,518,1805;chair:0.45:858,256,1073,572"
159,"obstacle left, move right",very_near,far,"chair:0.92:499,343,840,899;dining table:0.72:1,920,519,1808"
160,"obstacle left, move right",very_near,far,"chair:0.93:503,341,846,901;dining table:0.76:2,923,526,1811"
161,"obstacle left, move right",very_near,far,"chair:0.92:508,337,854,900;dining table:0.72:1,923,529,1812"
162,"obstacle left, move right",very_near,far,"chair:0.89:513,338,856,884;dining table:0.77:0,922,535,1812"
163,"obstacle left, move right",very_near,far,"chair:0.90:518,336,863,884;dining table:0.75:0,922,539,1816"
164,"obstacle left, move right",very_near,far,"chair:0.86:528,331,876,881;dining table:0.74:1,921,545,1823"
165,"obstacle left, move right",very_near,far,"chair:0.85:541,328,891,887;dining table:0.74:1,921,550,1816"
166,"obstacle left, move right",very_near,far,"chair:0.91:549,324,902,891;dining table:0.75:2,923,559,1827"
167,"obstacle left, move right",very_near,far,"chair:0.94:557,324,905,882;dining table:0.70:2,922,567,1833"
168,"obstacle left, move right",very_near,far,"chair:0.93:565,320,918,881;dining table:0.68:2,923,572,1831"
169,"obstacle left, move right",very_near,far,"chair:0.94:571,318,927,885;dining table:0.69:2,918,576,1874"
170,"obstacle left, move right",very_near,far,"chair:0.91:579,315,936,892;dining table:0.70:2,920,577,1841"
171,"obstacle left, move right",very_near,far,"chair:0.91:590,314,945,888;dining table:0.70:2,920,582,1839"
172,"obstacle left, move right",very_near,far,"chair:0.93:598,310,954,891;dining table:0.76:2,920,583,1846"
173,"obstacle left, move right",very_near,far,"chair:0.93:603,308,960,886;dining table:0.77:2,920,590,1848"
174,"obstacle left, move right",very_near,far,"chair:0.91:608,304,966,888;dining table:0.72:2,919,591,1848"
175,"obstacle left, move right",very_near,far,"chair:0.93:611,302,977,886;dining table:0.74:2,918,594,1853;chair:0.51:973,200,1079,540"
176,"obstacle left, move right",very_near,far,"chair:0.90:615,298,981,888;dining table:0.75:2,918,593,1852"
177,"obstacle left, move right",very_near,far,"chair:0.93:617,295,985,887;dining table:0.72:3,917,598,1854;chair:0.42:987,195,1079,529"
178,"obstacle left, move right",very_near,far,"chair:0.91:621,293,989,887;dining table:0.76:2,915,597,1854"
179,"obstacle left, move right",very_near,far,"chair:0.93:624,293,993,885;dining table:0.76:2,914,598,1857;chair:0.40:996,189,1078,335"
180,"obstacle left, move right",very_near,far,"chair:0.89:630,291,995,882;dining table:0.75:0,911,602,1860"
181,"obstacle left, move right",very_near,far,"chair:0.91:632,290,999,881;dining table:0.74:0,910,603,1859"
182,"obstacle left, move right",very_near,far,"chair:0.87:634,291,1000,884;dining table:0.73:0,909,605,1857"
183,"obstacle left, move right",very_near,far,"chair:0.92:636,286,1005,881;dining table:0.75:2,907,601,1859"
184,"obstacle left, move right",very_near,far,"chair:0.92:638,282,1006,880;dining table:0.73:2,906,601,1860"
185,"obstacle left, move right",very_near,far,"chair:0.91:639,276,1007,878;dining table:0.71:2,904,599,1862"
186,"obstacle left, move right",very_near,far,"chair:0.93:639,272,1009,876;dining table:0.72:2,903,598,1861"
187,"obstacle left, move right",very_near,far,"chair:0.95:639,271,1010,875;dining table:0.73:2,903,596,1862"
188,"obstacle left, move right",very_near,far,"chair:0.95:638,270,1011,873;dining table:0.72:1,902,598,1877"
189,"obstacle left, move right",very_near,far,"chair:0.94:638,267,1011,873;dining table:0.74:1,901,595,1880"
190,"obstacle left, move right",very_near,far,"chair:0.94:637,264,1010,870;dining table:0.74:0,900,590,1881"
191,"obstacle left, move right",very_near,far,"chair:0.92:637,262,1009,872;dining table:0.77:1,899,588,1896"
192,"obstacle left, move right",very_near,far,"chair:0.93:636,259,1008,871;dining table:0.71:1,898,581,1899"
193,"obstacle left, move right",very_near,far,"chair:0.93:633,255,1007,869;dining table:0.69:1,897,581,1905"
194,"obstacle left, move right",very_near,far,"chair:0.93:631,252,1005,873;dining table:0.72:1,897,576,1911"
195,"obstacle left, move right",very_near,far,"chair:0.92:626,250,1004,871;dining table:0.78:1,898,572,1889"
196,"obstacle left, move right",very_near,far,"chair:0.92:622,247,1002,866;dining table:0.82:0,897,565,1898"
197,"obstacle left, move right",very_near,far,"chair:0.93:617,243,999,866;dining table:0.81:0,897,557,1908"
198,"obstacle left, move right",very_near,far,"chair:0.91:614,245,995,869;dining table:0.79:0,898,551,1907"
199,"obstacle left, move right",very_near,far,"chair:0.89:609,244,992,868;dining table:0.79:0,898,549,1907"
200,"obstacle left, move right",very_near,far,"chair:0.91:605,243,989,869;dining table:0.81:0,900,545,1908"
201,"obstacle left, move right",very_near,far,"chair:0.95:601,235,985,869;dining table:0.81:0,901,537,1913"
202,"obstacle left, move right",very_near,far,"chair:0.95:596,236,979,866;dining table:0.80:1,903,531,1912"
203,"obstacle left, move right",very_near,far,"chair:0.92:591,235,973,865;dining table:0.78:2,905,520,1916"
204,"obstacle left, move right",very_near,far,"chair:0.93:583,234,965,865;dining table:0.76:2,908,506,1916"
205,"obstacle left, move right",very_near,far,"chair:0.93:570,232,960,860;dining table:0.71:1,911,496,1914"
206,"obstacle left, move right",very_near,far,"chair:0.93:563,232,952,863;dining table:0.74:1,915,490,1914"
207,"obstacle left, move right",very_near,far,"chair:0.95:555,232,944,861;dining table:0.76:2,917,477,1914"
208,"obstacle left, move right",very_near,far,"chair:0.97:545,233,931,867;dining table:0.77:2,918,467,1914"
209,"obstacle left, move right",very_near,far,"chair:0.93:537,234,923,868;dining table:0.59:1,926,458,1913"
210,"obstacle left, move right",very_near,far,"chair:0.95:527,235,913,865;dining table:0.56:1,935,447,1913"
211,"obstacle left, move right",very_near,far,"chair:0.93:516,236,901,865;dining table:0.48:1,941,423,1914"
212,"obstacle left, move right",very_near,far,"chair:0.93:507,236,893,866;dining table:0.45:1,949,415,1919"
213,path clear,clear,near,"chair:0.94:497,239,884,875"
214,path clear,clear,near,"chair:0.93:487,242,875,877"
215,path clear,clear,near,"chair:0.95:474,242,865,880;chair:0.50:926,137,1080,519"
216,path clear,clear,near,"chair:0.95:467,245,861,884;chair:0.52:934,142,1080,516"
217,path clear,clear,near,"chair:0.92:458,248,851,885;chair:0.44:931,145,1080,522"
218,path clear,near,near,"chair:0.94:449,251,840,887;chair:0.48:904,149,1080,482"
219,path clear,near,near,"chair:0.94:443,256,834,887"
220,path clear,near,near,"chair:0.94:434,258,827,897"
221,path clear,near,near,"chair:0.93:424,259,822,901"
222,path clear,near,near,"chair:0.94:418,267,811,907"
223,path clear,near,near,"chair:0.93:413,267,808,909;chair:0.52:882,152,1078,522"
224,path clear,near,near,"chair:0.94:406,268,803,908;chair:0.41:871,157,1078,484"
225,path clear,near,near,"chair:0.96:401,269,800,922;chair:0.78:871,154,1075,557"
226,path clear,near,near,"chair:0.94:392,273,792,925;chair:0.71:862,157,1071,534"
227,path clear,near,near,"chair:0.92:383,275,788,929;chair:0.77:858,164,1067,548"
228,path clear,near,near,"chair:0.94:374,277,780,932;chair:0.76:857,163,1061,502"
229,path clear,near,near,"chair:0.93:369,280,771,938;chair:0.81:848,167,1054,567"
230,path clear,near,near,"chair:0.94:359,284,768,943;chair:0.82:847,166,1051,550"
231,path clear,near,near,"chair:0.94:353,288,761,947;chair:0.76:840,168,1043,530"
232,path clear,near,near,"chair:0.95:347,290,755,951;chair:0.65:833,173,1036,538"
233,path clear,near,near,"chair:0.95:341,290,752,955;chair:0.73:831,175,1027,541"
234,path clear,near,near,"chair:0.95:332,296,741,958;chair:0.81:823,175,1019,572"
235,path clear,near,near,"chair:0.95:325,298,737,961;chair:0.76:810,178,1013,578"
236,path clear,near,near,"chair:0.95:321,301,732,967;chair:0.78:812,182,1007,587"
237,path clear,near,near,"chair:0.85:313,305,725,969;chair:0.82:809,185,1000,573"
238,path clear,near,near,"chair:0.88:309,309,722,972;chair:0.78:812,189,996,585"
239,path clear,near,near,"chair:0.88:301,314,717,975;chair:0.77:800,189,988,577"
240,path clear,near,near,"chair:0.95:293,315,710,980;chair:0.66:788,190,982,592"
241,path clear,near,near,"chair:0.94:283,318,703,985;chair:0.66:791,198,976,584"
